id,AC093001.1,MUCL1,ROCR,HMGCS2,CYP4Z2P,CLCA2,SOX10,CT83,LINC01152,HORMAD1,CYP4Z1,ROPN1B,SPINK8,TFAP2B,TDRD1,ADH1C,ROPN1,PRSS33,GABRP,SDR16C5,CEACAM5,DLX6,CPHL1P,TSPAN8,FOXA1,LEMD1,LINC02188,CCL21,LINC02487,FREM2,SLC6A15,LINC00993,LINC01956,IYD,CEACAM7,ENSG00000240800,ABCC12,MIA,LINC01198,CYP4F8,KLHDC7A,TMC5,ANKRD30A,ABCA12,OCA2,LRRC31,TFF3,HGD,AC096996.2,REEP6,ZIC1,AR,AGR2,TTC6,LRG1,SLC44A4,AC020907.1,SMIM31,C7,TPSB2,UGT8,FCN2,CNTNAP2,SPDEF,TMEM213,ZBTB8B,COL9A1,ENSG00000254967,ELF5,CAPN13,OXGR1,SHC4,DLX6-AS1,SIDT1,PRAME,SOX9-AS1,ZBTB16,LINC01224,CPA3,AC008268.1,TPSAB1,TTYH1,SPHKAP,KIRREL3-AS1,CCKBR,C9orf152,AC024940.2,RLBP1,FAM19A3,CA6,AP001783.1,AARD,FABP4,PLA2G2A,BCAS1,LRFN2,EPGN,SLCO4A1-AS1,PRR15,ART3,PLEKHG7,CTSG,AC005077.4,LINC02015,POU4F1,HDC,AL157387.1,AC011247.1,OGN,GABBR2,MUC16,ST6GALNAC1,RASGEF1C,SOX8,AC015712.4,NDUFB4P11,CRABP1,SEC14L4,MS4A2,SLC27A6,S100A1,TPSD1,KNDC1,SCRG1,MLPH,SELP,NCMAP,CHRM3,AL022334.1,PCDH8,FCER2,ZIC4,EN1,TFCP2L1,SFRP1,MMRN1,ABCA8,TCAM1P,VGLL1,PTX3,CST2,DLGAP1,AC022101.1,DSC3,PLEKHB1,TMPRSS5,SYTL5,ENSG00000232224,PLS3-AS1,PLA2G4F,CRHR1,MAPK4,CYP4B1,GFRA3,OR7E22P,EPHA7,ABCC8,KRT9,AC245884.9,BLK,NRTN,GTF2IP7,OPRK1,SLC7A2,C8orf46,SCUBE2,AC021683.2,LINC00862,SOX6,FBN3,KYNU,TMEM45B,AC098936.1,CMTM5,OR2B6,C4B,LINC00160,ATP1A2,AC022148.1,MFAP4,KRT83,CILP,LINC00518,LILRA4,LAMP5,LINC01122,CNR2,AC069148.1,DRAIC,CD19,FOXD3,KCNK5,IMPDH1P8,SFRP4,NRK,HRASLS2,EXTL1,CD177,SERPINB5,GFRA1,CXCL14,LINC00504,CYP4F22,MSX2,RPSAP69,LINC00839,WNK3,SCN2B,FOXD3-AS1,TSPAN1,LINC00092,CMA1,KERA,C9orf170,ENSG00000253701,C1QL4,SVOPL
SD1049,0.565,2.259,0.169,0.226,0,2.428,0.452,0.056,0,1.129,0.169,0.056,0.056,0.565,0.169,0.395,0.169,0,1.581,0.226,0.226,0.113,0.169,0,0.734,0,0,0.056,0,0,0,0.113,0,0.056,0,0.056,0,0.056,0.056,0,0,0.282,0.056,0.169,0.056,0.056,1.073,0.678,0,3.332,0,11.576,2.033,0.169,3.332,0.96,0.056,0,11.519,15.472,0.226,0,0.339,0.621,0,0,0,0.169,3.84,0.282,0,0.621,0.056,8.583,0.791,0.056,3.896,0,26.314,0.056,21.175,0.339,0,0,0,0.056,0,0.056,0.452,0.056,0,0.226,87.185,2.428,0.452,0,0,0.056,0.056,0.056,0,6.211,0.508,0.113,0,2.372,0.056,0.113,23.095,0.169,0.282,0.226,0.056,0.565,0,0.056,0.452,0,1.073,0,1.525,1.525,1.073,0.452,47.376,15.246,0.282,1.186,0,0,1.412,0.056,1.92,17.731,5.477,34.163,4.517,0,0.056,4.517,0.169,0.395,0,0.395,2.71,0.452,0.452,0.395,0,0.056,0.169,0,0.169,0,0,0.226,0.056,0,0.169,0.282,0.056,0,0,17.731,1.468,11.237,0.113,0.169,0.113,0.113,61.888,0.169,0,0,0.113,8.414,0,0.113,0,187.641,0,188.205,0,31.057,2.202,0,0.508,0.113,0.056,0.282,0,1.073,0.056,250.093,3.219,0,1.694,14.004,0.621,4.348,11.124,5.986,0.282,3.388,0,0.96,0.282,3.049,0,0.847,0.169,1.299,0.339,0.056,0.113,0,0.226
SD1116,0.623,65.186,8.647,11.322,0.183,0.769,100.325,7.402,0.33,19.493,6.999,7.438,0.11,6.119,0.586,6.962,6.669,8.134,1141.975,0.476,0.037,0,8.354,1.722,14.767,3.957,11.762,52.508,2.931,4.873,3.261,2.748,3.481,0.989,0.183,2.931,0.037,3.847,4.91,0.037,2.711,77.057,5.313,2.455,0.476,0.037,5.973,0.66,0,7.438,18.541,13.557,22.168,0.989,16.489,12.275,3.005,0,16.819,3.371,13.741,0.696,0.073,25.283,1.979,0.843,0.183,0.586,558.126,10.663,11.689,2.125,0,6.925,94.169,7.072,0.843,0.073,8.025,0.696,7.658,12.165,5.386,0.33,0.366,4.727,10.699,1.246,0.513,6.889,0.293,104.172,51.738,3.701,2.492,0.183,0.183,3.628,2.711,25.429,0.037,0.66,1.795,0.073,0.843,0.696,2.089,5.093,50.126,4.104,86.401,0.843,19.31,0.623,0.513,0.623,33.637,1.392,0.366,14.327,2.895,0.073,0.586,0.44,41.002,9.967,29.46,7.255,0.037,19.896,0.476,4.397,8.098,232.418,798.129,20.703,13.044,1.539,15.939,57.601,1.063,2.162,0.147,8.464,54.193,0.513,2.235,0.44,0.623,0.696,1.026,17.258,0.769,4.031,3.408,12.568,0.696,0.037,0.147,0.843,1.026,0.403,2.382,18.541,0.733,75.262,7.915,0.183,6.266,14.254,5.679,0.879,0.256,0.586,0.22,34.773,0.037,3.298,4.104,66.578,0.33,85.485,0.366,0.476,6.705,0.44,0.33,0.11,0.476,1.942,0.403,17.625,0.403,51.372,2.015,0.33,2.162,0.183,18.028,10.883,25.319,1.502,1.795,1.869,0.513,0.806,5.35,1.099,1.136,6.229,0.696,0.33,2.052,0.953,0.147,0.11,7.145
SD1120,1.618,50.614,4.441,8.956,0.602,3.312,229.929,0,1.957,18.816,0.941,17.95,0.226,22.391,0.339,2.86,10.01,58.969,37.556,0.564,0.226,9.333,2.634,0.489,17.988,7.376,1.204,19.154,5.306,1.806,1.016,3.613,6.774,0,0,2.371,0.151,1.656,1.468,0.038,1.204,2.559,2.973,1.016,12.004,0.376,20.472,2.559,0.075,17.047,3.537,18.628,40.266,1.167,3.763,5.795,2.634,0.564,69.355,5.871,25.928,0.414,0.715,88.208,30.293,1.016,0.376,1.392,149.096,4.064,1.204,14.488,16.294,15.805,35.449,4.064,1.731,0,17.16,1.129,14.94,189.212,0.339,1.091,0.376,6.059,3.462,0.113,0.941,0.376,0.452,105.971,21.676,2.408,1.204,0.301,0.113,0.527,2.973,13.773,0.376,5.983,2.258,0.075,0.677,2.145,1.43,6.059,25.966,10.462,0.903,1.242,2.107,41.018,0.414,1.618,524.697,0.301,0.527,7.112,127.985,0.113,0.978,19.531,27.659,26.455,10.537,41.131,0.263,0.414,3.199,1.091,57.953,149.51,222.177,5.08,14.563,9.333,6.059,32.852,0.263,16.445,0.075,10.236,21.751,1.167,1.505,6.021,0.527,2.935,3.161,4.854,2.559,7.037,1.091,21.977,1.204,1.016,2.258,6.849,52.797,0.263,0.941,14.112,4.742,50.953,0.151,0.113,14.149,7.94,9.521,1.806,1.016,3.236,1.505,73.419,0,5.306,0.113,76.467,8.956,91.482,2.973,15.391,16.219,0.64,3.801,0.527,0.452,6.209,0.188,66.344,0.376,66.57,2.973,0.414,60.813,1.581,137.393,12.268,71.161,0.903,10.198,8.956,1.129,2.785,4.139,2.747,0.339,7.79,0.79,3.424,0.113,0.038,1.054,17.724,2.634
SD1160,0.225,4.65,0.121,0.726,0.086,1.435,95.242,0,0,28.988,0.19,13.707,0.104,0.259,0.138,1.694,3.855,0.657,619.957,0.121,0.035,3.855,0.156,0.138,2.403,8.66,3.025,8.193,0.277,0.899,18.979,0.19,8.314,0.104,0.017,0.069,0,0.311,0.052,0.017,0.035,1.089,0.277,1.279,6.966,0.138,2.005,0.415,0,3.785,11.149,4.148,3.336,0.19,5.514,0.933,7.225,0,6.326,3.924,18.15,0.052,0.449,1.573,0.346,0.035,0.035,0,92.771,0.19,0.069,8.159,5.894,6.05,24.39,1.521,0.086,0.225,7.554,0.017,5.203,12.359,0.017,0.277,0.225,0.346,125.25,0,1.175,0.017,0.086,39.03,57.318,0.657,0.795,0,0.052,0.259,0.985,131.334,0.138,2.092,0.156,0.259,0.311,0.588,0,1.314,12.705,0.553,146.822,0.363,0.38,2.818,0.277,2.593,37.682,0.294,0.138,0.709,4.944,0.432,0.259,2.057,9.282,15.332,1.003,0.795,0.138,0.484,0.294,2.731,119.113,60.637,374.677,5.307,3.405,8.833,34.087,16.456,0.086,0.709,0.57,1.037,29.817,0.449,0.069,0.242,0.605,0.432,0.035,1.124,0.156,1.124,7.727,0.086,0.017,0.104,1.435,0.501,10.561,0.138,1.694,11.529,29.852,3.803,4.114,0.035,2.645,1.314,151.783,0.553,0.761,0.121,0.138,3.613,0,0.19,0.035,43.317,0.951,32.116,0.207,5.67,2.247,0.017,0.657,0.501,0.086,1.141,0.086,55.503,0.277,74.586,0.19,0.311,0.449,0.726,56.973,1.711,4.339,0.156,0.432,2.316,0.207,1.4,4.546,0.104,0.069,1.141,2.558,0.156,0.363,0.156,0.294,5.583,1.158
SD1164,1.881,119.688,5.144,4.99,0.921,2.61,144.025,3.647,2.303,15.163,1.651,54.7,0.192,15.815,0.576,3.378,24.836,32.244,98.537,1.075,0.192,0.384,5.144,1.881,51.706,26.064,2.457,78.576,1.574,2.533,4.606,9.827,18.848,0.192,0.038,11.209,0,0.998,2.073,0.038,1.228,9.021,31.592,4.146,7.869,0.307,41.802,5.796,0,34.048,5.72,38.233,87.827,7.217,6.065,12.783,2.342,0,34.356,12.783,20.46,0.077,0.345,58.654,0.307,0.23,0.269,0.499,53.433,4.453,3.647,28.022,0.345,16.352,0.384,4.453,3.647,3.8,17.427,1.804,16.122,5.911,0.307,0.345,0.653,10.134,1.036,0,0.422,0.537,0.154,122.221,8.752,3.532,3.148,0.192,0.077,0.038,8.944,89.747,0.307,3.992,3.224,0.269,0.192,1.919,6.986,2.649,21.727,3.877,303.212,1.036,7.409,2.572,0.23,0.883,31.016,0.038,1.612,13.857,117.193,1.996,1.344,3.301,71.59,28.022,69.172,5.489,0.269,0,0.96,2.764,49.403,156.922,570.264,21.189,17.773,0.038,238.032,17.466,6.065,1.996,0.23,21.611,77.809,0.921,3.301,0.691,1.075,1.19,0.384,5.95,1.228,0.345,0.998,2.265,3.839,4.568,0.077,1.958,1.958,0.307,2.418,67.751,9.942,151.318,0.115,0.691,11.861,18.349,14.971,6.641,1.344,0.384,0,73.164,0.653,1.267,1.497,104.103,0.345,509.153,4.299,2.841,10.94,0.307,1.19,0.614,1.958,3.109,0.345,50.055,0.269,82.876,1.843,0.883,3.493,0.345,50.363,17.12,121.377,4.99,4.491,4.299,0.844,1.382,3.877,1.843,1.727,17.542,0.729,1.689,1.612,0.154,0.115,0.115,3.455
SD1182,0.117,1.993,4.923,0.156,0.078,1.407,127.579,8.675,0.703,19.029,2.032,11.019,0,0.43,0.274,0,12.895,2.188,697.914,0.508,0.078,3.556,0,1.876,15.786,1.172,3.673,2.188,9.612,9.104,10.746,0.117,3.009,0.547,0,0.156,0,1.446,3.243,0.039,0,1.954,0.274,1.446,26.493,0.117,1.172,1.25,0.039,0.821,5.978,1.719,3.868,0.977,0.977,1.211,1.368,0.274,0.821,0,46.343,0,0.508,32.08,3.243,0.313,0.899,0,238.434,0.742,9.143,14.927,3.712,7.776,25.477,4.455,0,5.705,0.156,0.078,0.195,29.462,8.323,5.744,2.266,5.939,3.4,0,1.094,0.156,1.094,61.504,0.821,2.071,2.188,0,0,1.993,0.781,37.981,0.547,0,0.274,0.156,1.329,0,0.117,10.472,0.43,9.026,38.254,0.234,1.25,29.501,0.039,8.01,58.729,0.078,0,1.993,7.346,0.078,0.039,6.721,9.691,2.032,3.829,25.281,0.86,0.938,0.078,1.407,23.64,344.991,249.023,1.368,0.899,2.071,18.053,26.336,0,15.161,0.391,5.392,74.203,4.259,0.313,2.892,0.43,0.156,0.156,6.604,0.156,8.87,2.266,6.76,0,0.664,0.781,0.899,11.136,0.156,8.557,3.986,8.362,1.797,0.781,0.274,9.417,0.313,19.108,1.329,0.391,0,1.289,46.89,0.117,0,1.524,1.446,0.156,16.646,0.039,1.016,1.915,0.508,0.625,0.43,0.039,5.666,0,69.319,0.274,9.573,0.352,0.195,0.938,0.781,41.185,0.508,6.057,0.039,0.274,0.195,0.742,4.689,5.549,0.078,0.117,1.954,17.74,0,0.117,1.524,0.195,0.195,1.915
SD1201,0.108,2.107,0,0,0.108,1.134,0.27,0,0.162,4.538,0.324,0,0,4.16,0.054,0.108,0,0,0.54,0.162,0.432,2.593,0,0,1.189,0.81,0.108,0.108,0.108,0.054,0,0.054,0.108,0,0,0,0,0,3.241,0,0.108,0.324,0.162,0.108,0,0,0.432,1.891,0,1.999,11.399,1.459,1.621,0.972,0.162,1.08,0,0,0.162,0.216,1.026,0,1.351,1.08,0,0,0,0.162,0,0.378,0.216,35.007,2.809,3.187,157.8,1.08,0,0.594,0.648,0.054,0.324,0.432,0.054,0,0.108,0.216,35.655,0.054,0.324,0,0,0.108,1.729,0,0.648,0.27,0,0,0.054,0.054,0,0,0.594,0.108,0.054,0.108,0,0.162,0.324,563.997,0,0,0,0.27,0,0,0,0.054,0,0,0.27,0.054,0.108,0.162,83.627,0,0,0.378,0,0,0,0.432,27.93,0.54,5.78,0.486,0.324,7.455,0.054,17.125,0,0.486,0,0.054,0.432,0.324,11.507,0.108,0.324,0,0,0.108,0.054,0,0,0.054,0,0,0,0.054,0.054,0.108,0,2.323,0.108,7.077,0.432,0.378,1.999,0,1.243,0.324,0,0,0,0.432,0.054,0.054,1.783,156.72,0,7.617,0.054,0.054,1.999,0,0,0.054,1.243,0.594,0,0.756,1.026,271.95,0,0.054,1.026,0,0.486,0.432,3.566,2.215,0.432,11.075,0,24.85,7.023,52.24,0,3.566,0.108,0,0,0.378,0,7.995,0
SD1213,0.359,37.489,0,0.404,0.045,404.353,0.09,4.126,0.045,3.363,0.224,0.045,0,0.269,0.179,0,0,0,1.704,13.543,0.09,0.179,0.045,6.368,33.005,0.09,0.045,0.269,0.314,0,0.269,0,0,0.359,0.045,0.045,0.09,0,0,0.045,0.224,1.076,0.583,17.265,0.224,0.045,0.897,0.179,0,2.511,0,1.973,18.027,0.359,36.233,1.166,0.628,0,0.135,63.319,0.807,0,0.09,18.251,0,0,0,0.045,0.448,0.179,0.135,0.897,0.135,2.511,0.045,0.269,0.135,0,92.512,0,66.637,0.493,0,0,0,4.529,1.749,0.045,0.224,0,0,0.359,2.018,0.09,0.179,0,7.175,0,0.045,0.448,0.045,10.762,1.345,0.628,0.538,14.484,0.135,0,0.448,0,3.005,0.269,0.269,0.404,0,0.045,0.493,0.942,0.807,0.045,0.493,7.713,0.135,0.045,9.014,9.507,0,5.067,0,0,0.09,0.045,3.094,4.529,193.813,0.942,0.583,0,3.139,1.256,0.224,0.045,0.045,113.588,1.076,0.045,0.179,0.045,0.717,4.709,0,46.458,0.807,1.121,0,0.179,0.045,0.359,0,0.404,2.332,0.404,0,114.395,0.179,2.556,0,0.045,0.135,0.045,81.75,10.897,0,0.045,0.762,3.139,0.045,0,0,10.897,1.839,1.794,0.987,2.152,2.691,0,0.448,0.135,0.269,0.538,0,2.691,0.09,61.166,0.179,0.224,0.224,68.835,176.504,1.211,1.48,0.942,0.404,5.874,0.09,1.076,0.448,0.314,0.045,27.399,0.045,2.691,0.045,0.359,0,0.09,0.762
SD1225,0.226,2.535,60.979,0.045,0,0.453,122.321,19.33,0.77,11.272,0.543,219.833,0.317,0.407,0.045,1.358,59.621,105.797,304.489,32.957,1.856,0.226,0.317,0.77,2.128,44.229,1.539,2.535,7.787,1.403,17.157,0.091,17.701,0.362,0,0.091,0,43.958,10.276,0,0.181,0.407,0.453,1.358,3.486,0.181,1.947,1.086,0,9.778,11.318,2.852,7.651,0.362,3.033,1.041,13.626,0,5.704,6.745,22.047,0.136,0.272,1.449,24.808,0.317,1.313,0.045,181.444,0.317,1.584,2.264,0.679,1.901,10.322,22.635,0.045,5.704,12.993,0,9.054,5.297,0.679,0.407,0,0.589,19.647,47.579,1.132,145.59,2.671,87.1,177.46,3.576,2.58,0,0,3.712,0.996,492.497,0.091,1.449,0.136,0,0.724,0.136,0.181,22.907,10.276,2.626,551.711,0.181,4.934,39.476,0.951,17.655,1.041,0,0.226,2.807,125.399,0.317,0.543,38.978,26.03,3.35,51.337,0.996,1.358,7.424,0.86,1.222,179.542,64.375,174.155,1.403,2.037,3.893,3.486,6.474,3.305,7.017,0,263.972,175.106,20.734,0.136,0.407,1.901,0.181,0.091,0.634,0.724,3.214,1.041,0,0.045,4.255,0.226,0.905,2.626,0.091,1.675,2.445,57.222,6.474,0.905,0,17.067,4.527,9.462,1.811,3.395,0.77,2.535,8.601,1.268,0.905,0,18.651,4.663,53.962,3.124,1.041,12.314,0.634,0.226,3.486,0.407,0.951,2.445,33.455,0.181,80.853,2.128,0.679,16.297,0.724,111.501,2.218,30.648,1.494,0.317,2.128,0.543,8.33,2.309,0.226,6.247,3.169,0.181,0.996,0.317,5.976,0.317,0.679,19.149
SD1245,7.234,5.478,1.604,1.755,1.18,0.666,72.579,6.538,1.392,21.852,4.298,12.167,0.333,2.24,0.484,6.477,7.446,0.061,342.343,3.511,0.151,0.091,4.389,1.301,17.887,0.182,2.331,44.098,2.421,1.332,4.6,0.061,6.84,1.967,0.061,0,0,1.846,0.545,0.061,3.814,2.482,0.545,0.908,2.694,0.242,3.027,0.333,0,6.931,2.361,25.03,7.809,1.392,2.209,1.574,1.937,0,121.58,4.177,10.109,1.604,4.57,22.639,7.809,0.121,0.817,0.03,95.036,13.862,4.51,7.113,0.03,8.354,46.186,3.904,3.844,0,12.47,0.03,5.297,13.408,1.544,1.877,2.996,9.715,3.602,0.061,0.454,0.999,1.423,77.209,93.039,4.389,11.804,0.091,1.695,0.636,1.725,11.077,0.151,5.66,1.483,0.999,0.061,1.574,0.091,28.117,44.552,0.545,64.831,1.453,1.604,8.202,0.363,1.544,53.632,4.812,0.424,7.99,34.685,0.393,1.029,0.303,24.334,22.064,7.869,9.019,0.272,0.787,3.057,1.998,35.563,228.511,483.868,16.192,42.554,0.242,54.631,3.965,3.238,10.169,11.047,180.69,41.011,1.423,0.182,0.908,0.121,3.935,6.992,5.781,3.783,1.241,2.149,7.203,0.121,0.363,0.182,4.146,1.423,0.272,0.515,14.952,1.998,14.437,0.393,0.03,7.9,5.236,11.229,1.392,0.03,0.121,0.091,59.685,0.363,4.358,1.15,79.873,2.754,78.904,0.545,3.995,12.439,0.999,2.603,0.424,0.151,4.812,0.03,27.088,0.575,47.185,1.271,0.757,4.812,0.605,66.283,12.984,101.15,0.151,0.303,1.816,0.817,1.332,3.148,1.907,0.061,5.145,3.238,2.694,0.575,0.696,0.424,0.575,8.081
SD1248,0.448,3.854,4.033,0.134,0.09,0.358,175.607,14.832,0,13.577,1.075,31.322,0.314,6.721,0.179,2.509,14.339,8.155,535.47,0.807,0.403,0.09,0.627,0.269,16.803,24.107,1.389,25.272,5.377,0.269,3.854,2.509,7.707,0,0.09,1.075,0.134,0.448,0.583,0.134,0.179,11.74,0.358,1.165,0,0.134,2.733,5.287,0.045,4.571,15.235,8.245,4.122,0.986,6.453,3.495,4.212,0,7.662,3.809,12.323,0.045,7.394,22.942,7.797,0.314,0.179,0.09,244.838,11.919,0.717,62.15,0.045,6.587,54.264,2.509,0.134,0.09,8.917,0.179,4.436,21.822,0.134,5.377,1.748,3.764,3.54,0.09,3.316,1.12,10.217,79.581,288.616,7.349,2.465,0,0,1.524,3.047,93.696,0,1.837,0.493,0.269,0.09,0.538,0.672,1.031,15.549,7.483,8.917,0.403,9.007,3.585,1.568,10.217,164.181,2.599,0,3.181,114.891,0.403,0.403,48.215,22.629,8.424,49.828,4.974,0.403,0.224,2.957,2.106,88.185,27.782,318.056,2.106,3.943,0.269,106.511,14.07,1.165,20.119,0,1.748,128.558,0.448,0,0.583,0.762,0.583,0.224,4.66,0.672,2.42,3.271,0.045,0.269,0.493,0.403,2.509,11.292,0.224,7.752,25.048,12.098,6.408,0.045,0.358,23.256,6.139,15.19,2.465,1.075,0.179,0.717,6.497,1.748,1.075,0.224,34.369,0.358,37.012,7.035,6.363,10.889,1.972,2.957,0.627,0.045,6.542,0,17.7,0.448,69.589,0.224,0.493,21.688,0.672,25.362,4.033,59.82,0.583,0.986,1.255,0,0.358,3.226,0.403,0.09,4.078,2.957,0.717,0.358,1.792,2.061,5.736,12.323
SD1250,0.975,10.644,47.246,1.787,0.244,0.447,240.129,22.628,2.966,46.555,1.016,84.295,0,0.894,0.041,0.041,68.086,36.399,698.613,1.95,0.406,5.606,0.609,0.447,1.584,31.159,5.362,0.203,2.397,2.275,3.656,0.162,5.444,0.081,0,0.244,0.041,2.803,4.672,0.081,0.406,0.325,0.366,1.259,13.04,0,0.894,0.487,0.041,0.609,23.968,1.787,7.19,0.041,0.772,1.341,5.444,0,0.772,0.081,34.896,0,0.244,1.056,8.49,0.731,35.262,0,220.386,3.697,2.031,58.621,6.012,1.056,26.324,25.065,0.041,1.3,0.487,0.122,0.366,83.889,3.047,4.956,59.799,0.487,95.223,4.672,4.591,0.528,4.387,133.491,0.081,3.9,0.366,0,0.162,0.569,0.366,34.774,0.041,0,0,0.244,1.056,0.122,0.122,24.212,0.447,35.14,89.779,0.041,11.943,22.668,1.3,4.834,42.858,0.041,0,7.556,62.439,0,0,62.521,3.656,0.122,40.421,20.921,1.462,13.528,0.203,3.737,37.374,92.542,446.622,0.203,0.081,11.294,80.314,30.102,0.487,24.374,0,61.911,138.081,28.112,0.609,0.203,0.528,0.041,23.278,17.712,0.122,16.656,1.787,6.378,0.081,4.875,3.859,0.284,4.184,0.081,14.95,4.875,40.746,6.906,3.981,0,18.118,7.028,8.125,0.65,3.412,4.266,1.584,3.737,0.081,0.406,2.397,2.194,1.097,3.087,1.787,0.447,1.787,1.747,0.122,0.65,0.203,1.503,10.562,77.958,0.691,10.278,0.041,0.203,37.699,0.081,204.949,16.737,4.712,0.162,0.203,0.284,1.259,31.362,3.372,0,14.097,2.803,7.19,0,0.041,6.378,0.162,2.153,4.55
SD1282,24.94,267.024,1.463,51.864,25.46,33.882,34.695,0,1.073,0.195,86.168,2.309,26.956,111.661,1.073,16.974,1.951,0,117.807,2.796,2.926,0.195,2.504,3.544,107.011,0.52,0.488,59.212,0.195,0.585,0.715,2.634,0.033,36.548,2.179,2.569,3.089,0.813,0,1.788,7.544,62.659,2.244,6.276,0.553,0.358,5.885,5.235,0.26,33.98,0.748,49.49,334.756,9.365,15.966,8.747,0.065,1.041,239.028,29.07,2.731,0.325,13.429,50.758,1.171,0.195,0.163,0.26,9.885,14.632,1.106,2.601,0.13,18.274,0.033,3.349,2.341,0.293,60.61,5.235,26.306,3.089,0.618,0,0.163,16.388,1.496,0,0.293,0.13,0.033,7.804,507.385,59.57,29.525,0.553,1.333,0,14.047,1.073,1.366,17.299,1.918,6.016,0.098,7.446,1.366,4.032,157.932,2.049,14.567,1.821,0.13,0.78,0.098,0.26,1.951,0.065,2.569,6.438,3.219,1.333,1.333,2.309,149.217,55.213,2.926,1.236,0.033,0.39,3.122,0.943,1.496,5.82,360.964,37.134,61.488,0.033,56.253,12.974,0.683,2.244,0.195,18.794,7.251,0.813,2.992,0.13,0.065,2.861,0.715,1.203,7.674,0.618,0.293,1.463,1.236,0.098,0.098,2.439,0.455,0.65,0,37.329,2.049,91.046,0.13,0.39,1.951,0.585,36.061,35.443,0,0.26,0.228,21.331,0.228,16.941,0.195,216.169,0.163,144.047,0.033,6.601,13.364,0.293,2.309,0.163,1.821,4.487,0.13,2.601,0.098,348.705,3.414,2.536,1.821,0.78,15.77,56.058,183.23,4.032,9.3,10.308,0.39,2.179,3.219,5.3,0.098,8.942,0.358,7.284,1.106,0.293,0.975,0.065,2.049
SD1331,13.41,55.72,1.04,4.366,0.208,2.391,5.094,15.593,0,0,1.04,2.079,0,4.366,0.832,3.223,1.559,0.728,8.524,0.832,1.975,1.559,2.599,1.767,16.945,13.722,0.104,165.807,1.351,0,0.104,3.534,0,0,0.104,3.223,0,1.975,1.559,1.143,1.04,2.599,1.247,0.52,4.366,1.351,19.647,1.975,0,19.024,4.366,18.192,86.802,1.04,10.603,9.252,2.807,0,54.992,109.984,4.158,0.208,3.119,61.645,9.46,0.312,0.936,3.742,6.861,1.975,0.832,1.04,1.975,13.93,16.633,14.242,1.559,0.104,35.448,1.975,97.301,14.658,1.247,0.312,0.312,9.772,9.876,0,0.728,0.104,0.208,4.158,26.093,5.406,2.391,0.52,0,0,5.198,0.832,0,28.276,0.728,0.104,0.208,3.43,0.52,3.015,4.574,1.143,52.393,0.832,0.104,4.47,0.208,5.406,24.325,0,0.208,0.52,1.663,3.43,0.416,0.624,63.932,17.984,5.198,1.247,0.104,0.104,31.498,0.624,3.327,47.403,234.417,4.366,2.391,1.871,12.89,10.395,1.559,0.312,1.04,24.949,50.73,7.277,0.52,0.416,0.416,0.416,0.52,8.94,2.495,0.624,2.703,0,1.767,0,0.832,32.746,8.004,0.312,3.43,9.876,0.104,27.964,0,0.208,0.312,0.416,11.747,1.559,3.638,0.52,2.287,31.706,0,0.104,1.351,102.603,0.624,77.862,0,7.277,28.068,0.416,9.356,1.247,0.208,85.866,1.767,26.404,0.52,52.913,0.728,0.624,1.455,1.247,7.589,22.246,344.193,1.143,9.772,1.247,0.624,9.252,1.871,0.728,3.95,16.217,13.514,13.41,0,0.624,19.439,0.104,5.198
SD1381,4.558,506.363,6.388,11.678,0.166,7.386,100.181,0,0.599,19.431,0.1,14.673,0.366,22.691,0.266,3.793,28.481,0.466,880.038,2.895,0.266,0.233,1.264,8.75,28.68,0.599,2.03,60.921,0.233,9.948,0.433,9.982,0.599,0.133,0,7.619,0.067,5.49,5.423,0.033,1.597,6.954,8.817,4.525,2.163,1.065,77.723,8.817,0.366,16.004,1.73,34.902,138.477,3.56,3.959,14.041,2.562,1.331,25.619,11.312,21.36,0.166,3.094,72.632,10.88,0.566,0.299,0.932,119.213,6.288,5.323,8.118,0.433,19.231,25.054,3.128,1.264,0.067,15.006,0.699,13.841,17.201,6.921,0.333,0.233,17.634,6.388,0.1,2.329,10.381,0.1,15.771,40.359,4.192,0.865,0.732,0,0.699,6.721,2.329,0.632,2.928,1.464,2.562,0.299,1.697,4.026,17.933,53.9,2.396,10.481,0.765,0.965,9.882,0.233,2.662,100.248,1.131,0.2,8.351,21.427,1.531,1.098,3.327,67.908,17.701,10.248,3.427,0.1,0.133,4.957,0.2,15.471,22.259,800.385,9.183,9.083,4.525,4.924,3.261,0.166,6.055,0.333,61.22,65.279,0.366,1.963,0.033,0.1,0.998,1.364,3.194,1.131,1.298,2.362,3.46,2.695,0.067,0.333,6.388,1.697,0.832,0,43.619,5.091,138.876,0.399,0.333,0.865,0.499,31.242,1.963,0.067,0.932,0,51.039,0.133,5.457,0.299,109.73,0.832,135.582,0,10.081,12.743,0.532,3.926,0.433,1.896,14.506,0.732,19.298,0.166,81.782,1.597,0.732,7.486,7.619,47.113,33.671,333.183,1.863,6.721,8.085,0.998,4.558,4.458,5.823,0.732,19.397,2.129,1.531,0.965,0.399,4.259,3.327,1.364
